"","user","date.new","date.is_weekend","nonsocial_usage","social_usage","steps_total","valence"
"2382",58478,"2020-02-02","1",973,7390,1000,0.666666666666667
"2383",58478,"2020-02-03","0",2614,6158,4062,0.333333333333333
"2384",58478,"2020-02-04","0",4047,897,NA,0
"2385",58478,"2020-02-05","0",168,3111,30581,0
"2386",58478,"2020-02-06","0",1373,4188,12631,0
"2387",58478,"2020-02-07","0",NA,NA,NA,0
"2388",58478,"2020-02-08","1",2002,7708,7232,0
"2389",58478,"2020-02-09","1",1864,3203,262,-0.5
"2390",58478,"2020-02-10","0",2929,8979,5585,-1
"2391",58478,"2020-02-11","0",4801,3557,13106,1
"2392",58478,"2020-02-12","0",1114,2162,1804,0.333333333333333
"2393",58478,"2020-02-13","0",603,285,8229,-0.333333333333333
"2394",58478,"2020-02-14","0",4185,2674,12279,-1
"2395",58478,"2020-02-15","1",199,622,476,-1
"2396",58478,"2020-02-16","1",1323,975,1968,-1
"2397",58478,"2020-02-17","0",6655,10979,6841,-1
"2398",58478,"2020-02-18","0",5413,2224,8039,-1
"2399",58478,"2020-02-19","0",2880,5649,1183,-1
"2400",58478,"2020-02-20","0",6569,15909,2163,0
"2401",58478,"2020-02-21","0",223,640,4639,1
"2402",58478,"2020-02-22","1",2334,13769,2028,-1
"2403",58478,"2020-02-23","1",7963,402,282,-1
"2404",58478,"2020-02-24","0",5516,10091,8891,-0.333333333333333
"2405",58478,"2020-02-25","0",28544,5926,8595,0.333333333333333
"2406",58478,"2020-02-26","0",6420,6575,4813,1
"2407",58478,"2020-02-27","0",2117,11129,5378,0.333333333333333
"2408",58478,"2020-02-28","0",558,2820,4421,-0.333333333333333
"2409",58478,"2020-02-29","1",2128,480,2114,-1
"2410",58478,"2020-03-01","1",NA,NA,NA,0
"2411",58478,"2020-03-02","0",NA,NA,1961,1
"2412",58478,"2020-03-03","0",NA,NA,6176,0
"2413",58478,"2020-03-04","0",3642,11842,3428,0
"2414",58478,"2020-03-05","0",5,430,1262,0
"2415",58478,"2020-03-06","0",3642,11384,2345,-0.5
"2416",58478,"2020-03-07","1",7265,1180,6025,-1
"2417",58478,"2020-03-08","1",2792,1036,1184,1
"2418",58478,"2020-03-09","0",704,1276,559,-1
"2419",58478,"2020-03-10","0",62,217,815,-1
"2420",58478,"2020-03-11","0",106,1871,2212,-1
"2421",58478,"2020-03-12","0",37162,3279,0,-1
"2422",58478,"2020-03-13","0",226,194,2685,-1
"2423",58478,"2020-03-14","1",NA,NA,NA,0
"2424",58478,"2020-03-15","1",2817,2601,2685,1
"2425",58478,"2020-03-16","0",NA,NA,NA,-0.5
"2426",58478,"2020-03-17","0",108,1998,862,-0.75
"2427",58478,"2020-03-18","0",NA,NA,23,-1
"2428",58478,"2020-03-19","0",200,1831,862,NA
"2429",58478,"2020-03-20","0",NA,NA,1,NA
"2430",58478,"2020-03-21","1",111,832,220,NA
"2431",58478,"2020-03-22","1",1070,5311,82,NA
"2432",58478,"2020-03-23","0",NA,NA,NA,NA
"2433",58478,"2020-03-24","0",2464,10472,1471,NA
"2434",58478,"2020-03-25","0",1078,900,404,0
"2435",58478,"2020-03-26","0",NA,NA,NA,-1
"2436",58478,"2020-03-27","0",NA,NA,2073,NA
"2437",58478,"2020-03-28","1",NA,NA,149,NA
"2438",58478,"2020-03-29","1",274,291,149,NA
"2439",58478,"2020-03-30","0",7562,17860,226,NA
"2440",58478,"2020-03-31","0",NA,NA,NA,NA
"2441",58478,"2020-04-01","0",1227,7865,1298,NA
"2442",58478,"2020-04-02","0",NA,NA,1787,0
"2443",58478,"2020-04-03","0",NA,NA,NA,1
"2444",58478,"2020-04-04","1",492,2534,103,NA
"2445",58478,"2020-04-05","1",10137,20307,183,NA
"2446",58478,"2020-04-06","0",745,1092,1154,NA
"2447",58478,"2020-04-07","0",4339,4843,0,NA
"2448",58478,"2020-04-08","0",1625,3358,1588,NA
"2449",58478,"2020-04-09","0",NA,NA,3174,-1
"2450",58478,"2020-04-10","0",NA,NA,77,-0.5
"2451",58478,"2020-04-11","1",2183,2299,0,0
"2452",58478,"2020-04-13","0",3850,4492,4235,0
"2453",58478,"2020-04-14","0",2056,2532,2216,0
"2454",58478,"2020-04-15","0",243,173,11,0
"2455",58478,"2020-04-16","0",314,6058,4134,0
"2456",58478,"2020-04-17","0",NA,NA,NA,0
"2457",58478,"2020-04-18","1",35,2998,879,0
"2458",58478,"2020-04-19","1",NA,NA,NA,NA
"2459",58478,"2020-04-20","0",1153,848,6491,NA
"2460",58478,"2020-04-21","0",2126,5488,2420,NA
"2461",58478,"2020-04-22","0",12490,1193,2033,NA
"2462",58478,"2020-04-23","0",NA,NA,775,NA
"2463",58478,"2020-04-24","0",3926,2964,91,NA
"2464",58478,"2020-04-25","1",1293,1454,5,-1
"2465",58478,"2020-04-26","1",NA,NA,109,0
"2466",60995,"2020-02-01",NA,NA,NA,NA,NA
"2467",60995,"2020-02-02",NA,NA,NA,NA,NA
"2468",60995,"2020-02-03",NA,NA,NA,NA,NA
"2469",60995,"2020-02-04",NA,NA,NA,NA,NA
"2470",60995,"2020-02-05",NA,NA,NA,NA,NA
"2471",60995,"2020-02-06",NA,48,4,NA,NA
"2472",60995,"2020-02-07",NA,NA,NA,NA,NA
"2473",60995,"2020-02-08",NA,NA,NA,NA,NA
"2474",60995,"2020-02-09",NA,NA,NA,NA,NA
"2475",60995,"2020-02-10","0",160,238,5378,NA
"2476",60995,"2020-02-11","0",745,1039,1553,-0.5
"2477",60995,"2020-02-12","0",4471,2889,5396,0
"2478",60995,"2020-02-13","0",823,698,3953,-1
"2479",60995,"2020-02-14","0",948,1009,7136,0
"2480",60995,"2020-02-15","1",651,540,1335,1
"2481",60995,"2020-02-16","1",12141,1186,282,-1
"2482",60995,"2020-02-17","0",8796,2680,10933,-0.5
"2483",60995,"2020-02-18","0",1616,1285,4829,0
"2484",60995,"2020-02-19","0",9205,1641,8173,0.5
"2485",60995,"2020-02-20","0",NA,NA,NA,1
"2486",60995,"2020-02-21","0",739,5922,2454,NA
"2487",60995,"2020-02-22","1",1407,428,2198,NA
"2488",60995,"2020-02-23","1",3324,602,915,NA
"2489",60995,"2020-02-24","0",NA,NA,10987,NA
"2490",60995,"2020-02-25","0",172,2454,13881,NA
"2491",60995,"2020-02-26","0",1906,3006,10643,1
"2492",60995,"2020-02-27","0",2662,9015,12431,1
"2493",60995,"2020-02-28","0",10080,2196,221,0.5
"2494",60995,"2020-02-29","1",1471,2759,2169,0
"2495",60995,"2020-03-01","1",5964,15,965,-0.5
"2496",60995,"2020-03-02","0",NA,NA,NA,-1
"2497",60995,"2020-03-03","0",7437,1165,18403,-1
"2498",60995,"2020-03-04","0",14307,2802,11742,-1
"2499",60995,"2020-03-05","0",932,4261,3112,-1
"2500",60995,"2020-03-06","0",3412,7886,4069,-1
"2501",60995,"2020-03-07","1",NA,NA,14393,-1
"2502",60995,"2020-03-08","1",2472,2276,2388,-1
"2503",60995,"2020-03-09","0",3494,1449,3926,-1
"2504",60995,"2020-03-10","0",1832,19957,2345,-0.5
"2505",60995,"2020-03-11","0",12022,8834,3672,0
"2506",60995,"2020-03-12","0",2386,1092,9366,-1
"2507",60995,"2020-03-13","0",9924,2214,12631,0
"2508",60995,"2020-03-14","1",1176,2347,10,0
"2509",60995,"2020-03-15","1",5979,12552,636,0
"2510",60995,"2020-03-16","0",3299,7552,519,0
"2511",60995,"2020-03-17","0",3130,40000,98,0
"2512",60995,"2020-03-18","0",6616,12851,996,0
"2513",60995,"2020-03-19","0",NA,NA,195,-0.5
"2514",60995,"2020-03-20","0",2963,3365,1715,-1
"2515",60995,"2020-03-21","1",NA,NA,NA,-1
"2516",60995,"2020-03-22","1",11894,2890,160,-1
"2517",60995,"2020-03-23","0",63,341,179,NA
"2518",60995,"2020-03-24","0",NA,NA,NA,NA
"2519",60995,"2020-03-25","0",1429,16080,653,NA
"2520",60995,"2020-03-26","0",6129,6584,246,NA
"2521",60995,"2020-03-27","0",6114,10472,1488,NA
"2522",60995,"2020-03-28","1",4856,4862,3520,NA
"2523",60995,"2020-03-29","1",NA,NA,NA,NA
"2524",60995,"2020-03-30","0",NA,NA,NA,0
"2525",60995,"2020-03-31","0",720,3358,6461,0
"2526",60995,"2020-04-01","0",NA,NA,793,0
"2527",60995,"2020-04-02","0",4931,5391,2482,0
"2528",60995,"2020-04-03","0",1293,5537,54,0
"2529",60995,"2020-04-04","1",10137,17031,132,0
"2530",60995,"2020-04-05","1",3643,4510,79,0
"2531",60995,"2020-04-06","0",NA,NA,NA,0
"2532",60995,"2020-04-07","0",NA,NA,NA,0
"2533",60995,"2020-04-08","0",1123,1628,3420,NA
"2534",60995,"2020-04-09","0",NA,NA,238,NA
"2535",60995,"2020-04-10","0",2130,4590,157,NA
"2536",60995,"2020-04-11","1",3851,13107,2971,NA
"2537",60995,"2020-04-13","0",349,1320,620,NA
"2538",60995,"2020-04-14","0",4788,4458,2810,NA
"2539",60995,"2020-04-15","0",303,1998,859,NA
"2540",60995,"2020-04-16","0",NA,NA,99,NA
"2541",60995,"2020-04-17",NA,NA,NA,NA,NA
"2542",60995,"2020-04-18",NA,NA,NA,NA,NA
"2543",60995,"2020-04-19",NA,NA,NA,NA,NA
"2544",60995,"2020-04-20",NA,NA,NA,NA,NA
"2545",60995,"2020-04-21",NA,NA,NA,NA,NA
"2546",60995,"2020-04-22",NA,NA,NA,NA,NA
"2547",60995,"2020-04-23",NA,NA,NA,NA,NA
"2548",60995,"2020-04-24",NA,NA,NA,NA,NA
"2549",60995,"2020-04-25",NA,NA,NA,NA,NA
"2550",60995,"2020-04-26",NA,NA,NA,NA,NA
"2551",61756,"2020-02-01","1",NA,NA,NA,1
"2552",61756,"2020-02-02","1",737,299,4689,1
"2553",61756,"2020-02-03","0",792,5649,1210,-1
"2554",61756,"2020-02-04","0",22,853,124,-1
"2555",61756,"2020-02-05","0",1029,4036,8858,-1
"2556",61756,"2020-02-06","0",12451,6690,1025,-0.5
"2557",61756,"2020-02-07","0",239,1051,2824,-0.625
"2558",61756,"2020-02-08","1",690,1184,4946,-0.75
"2559",61756,"2020-02-09","1",2901,1952,472,-0.875
"2560",61756,"2020-02-10","0",2809,2027,11484,-1
"2561",61756,"2020-02-11","0",NA,NA,NA,0
"2562",61756,"2020-02-12","0",1195,4885,7582,0
"2563",61756,"2020-02-13","0",NA,NA,6794,1
"2564",61756,"2020-02-14","0",2497,5786,8129,0
"2565",61756,"2020-02-15","1",780,1465,331,0.266666666666667
"2566",61756,"2020-02-16","1",1055,358,3321,0.533333333333333
"2567",61756,"2020-02-17","0",NA,NA,NA,0.8
"2568",61756,"2020-02-18","0",4614,257,8,-1
"2569",61756,"2020-02-19","0",1337,4219,8302,0
"2570",61756,"2020-02-20","0",NA,NA,NA,-1
"2571",61756,"2020-02-21","0",2770,3498,8587,-0.75
"2572",61756,"2020-02-22","1",199,622,469,-0.5
"2573",61756,"2020-02-23","1",929,1763,1465,-0.25
"2574",61756,"2020-02-24","0",12022,10329,3027,0
"2575",61756,"2020-02-25","0",NA,NA,NA,-0.2
"2576",61756,"2020-02-26","0",317,2670,4101,-0.4
"2577",61756,"2020-02-27","0",NA,NA,NA,-0.6
"2578",61756,"2020-02-28","0",126,174,21685,-0.8
"2579",61756,"2020-02-29","1",NA,NA,NA,-1
"2580",61756,"2020-03-01","1",994,7273,9663,-1
"2581",61756,"2020-03-02","0",4224,3044,8042,-0.5
"2582",61756,"2020-03-03","0",2581,8016,3104,0
"2583",61756,"2020-03-04","0",NA,NA,2960,1
"2584",61756,"2020-03-05","0",1127,698,3971,-1
"2585",61756,"2020-03-06","0",6024,1130,1553,-0.5
"2586",61756,"2020-03-07","1",1612,2544,3478,1
"2587",61756,"2020-03-08","1",2163,1641,11,0
"2588",61756,"2020-03-09","0",1903,2683,6837,-0.25
"2589",61756,"2020-03-10","0",864,1338,4753,-0.5
"2590",61756,"2020-03-11","0",3949,12244,8903,-0.75
"2591",61756,"2020-03-12","0",2636,2668,3582,-1
"2592",61756,"2020-03-13","0",1918,668,16670,NA
"2593",61756,"2020-03-14","1",NA,NA,77,NA
"2594",61756,"2020-03-15","1",6095,11987,578,NA
"2595",61756,"2020-03-16","0",1597,3175,2453,NA
"2596",61756,"2020-03-17","0",682,864,2297,NA
"2597",61756,"2020-03-18","0",NA,NA,283,NA
"2598",61756,"2020-03-19","0",712,4604,1534,-1
"2599",61756,"2020-03-20","0",NA,NA,NA,-1
"2600",61756,"2020-03-21","1",638,4474,667,-0.333333333333333
"2601",61756,"2020-03-22","1",154,1519,237,0.333333333333333
"2602",61756,"2020-03-23","0",468,1216,0,1
"2603",61756,"2020-03-24","0",1414,2665,2290,-1
"2604",61756,"2020-03-25","0",1031,4265,3671,-1
"2605",61756,"2020-03-26","0",861,7494,884,-1
"2606",61756,"2020-03-27","0",NA,NA,5563,-1
"2607",61756,"2020-03-28","1",16335,17068,155,-1
"2608",61756,"2020-03-29","1",NA,NA,104,-1
"2609",61756,"2020-03-30","0",137,846,309,NA
"2610",61756,"2020-03-31","0",1195,988,268,NA
"2611",61756,"2020-04-01","0",235,2457,2060,NA
"2612",61756,"2020-04-02","0",NA,NA,NA,NA
"2613",61756,"2020-04-03","0",351,5290,955,NA
"2614",61756,"2020-04-04",NA,NA,NA,NA,NA
"2615",61756,"2020-04-05",NA,NA,NA,NA,NA
"2616",61756,"2020-04-06",NA,NA,NA,NA,NA
"2617",61756,"2020-04-07",NA,NA,NA,NA,NA
"2618",61756,"2020-04-08",NA,NA,NA,NA,NA
"2619",61756,"2020-04-09",NA,NA,NA,NA,NA
"2620",61756,"2020-04-10","0",NA,NA,NA,-1
"2621",61756,"2020-04-11","1",3328,1366,6313,0
"2622",61756,"2020-04-13","0",1731,3482,4876,1
"2623",61756,"2020-04-14","0",1948,5537,56,0.5
"2624",61756,"2020-04-15","0",4405,21412,1068,0
"2625",61756,"2020-04-16","0",3094,1117,199,-0.5
"2626",61756,"2020-04-17","0",1809,7102,0,-1
"2627",61756,"2020-04-18","1",2095,8869,149,-0.5
"2628",61756,"2020-04-19","1",15,2749,291,0
"2629",61756,"2020-04-20","0",1429,15823,282,-1
"2630",61756,"2020-04-21","0",NA,NA,NA,-0.5
"2631",61756,"2020-04-22","0",103,3765,2641,-0.625
"2632",61756,"2020-04-23","0",7954,2244,2652,-0.75
"2633",61756,"2020-04-24","0",2509,7997,2502,-0.875
"2634",61756,"2020-04-25","1",NA,NA,NA,-1
"2635",61756,"2020-04-26","1",1206,7083,681,-0.5
"2636",61767,"2020-02-01","1",15344,21093,1548,0
"2637",61767,"2020-02-02","1",1918,667,6516,0
"2638",61767,"2020-02-03","0",13813,3992,12235,-0.5
"2639",61767,"2020-02-04","0",3358,2442,8858,-1
"2640",61767,"2020-02-05","0",847,2811,497,-1
"2641",61767,"2020-02-06","0",980,1412,1593,-1
"2642",61767,"2020-02-07","0",1386,1206,3696,-0.833333333333333
"2643",61767,"2020-02-08","1",6792,11374,4545,-0.666666666666667
"2644",61767,"2020-02-09","1",2036,2140,2923,-0.5
"2645",61767,"2020-02-10","0",16200,5965,2817,-0.583333333333333
"2646",61767,"2020-02-11","0",529,2350,4408,-0.666666666666667
"2647",61767,"2020-02-12","0",1469,6132,7985,-1
"2648",61767,"2020-02-13","0",4447,2259,4016,0
"2649",61767,"2020-02-14","0",NA,NA,NA,-0.5
"2650",61767,"2020-02-15","1",3567,338,4388,-1
"2651",61767,"2020-02-16","1",5228,4800,7411,1
"2652",61767,"2020-02-17","0",3289,1417,10395,-1
"2653",61767,"2020-02-18","0",8736,6529,8450,-1
"2654",61767,"2020-02-19","0",1518,2831,2720,-1
"2655",61767,"2020-02-20","0",565,1989,5460,1
"2656",61767,"2020-02-21","0",2323,2279,12279,-1
"2657",61767,"2020-02-22","1",628,481,1761,1
"2658",61767,"2020-02-23","1",1379,2759,NA,-1
"2659",61767,"2020-02-24","0",NA,NA,10699,-1
"2660",61767,"2020-02-25","0",2549,394,82,-1
"2661",61767,"2020-02-26","0",4017,2396,3179,-1
"2662",61767,"2020-02-27","0",1643,6529,8105,-1
"2663",61767,"2020-02-28","0",65,5429,502,-1
"2664",61767,"2020-02-29","1",7925,11452,5270,-1
"2665",61767,"2020-03-01","1",6742,6013,5403,-1
"2666",61767,"2020-03-02","0",2921,3488,21362,-1
"2667",61767,"2020-03-03","0",5507,15909,2062,-1
"2668",61767,"2020-03-04","0",5948,2888,16957,-1
"2669",61767,"2020-03-05","0",4784,4097,11027,0
"2670",61767,"2020-03-06","0",NA,NA,NA,1
"2671",61767,"2020-03-07","1",10983,2514,4167,-1
"2672",61767,"2020-03-08","1",6410,1641,5,-0.5
"2673",61767,"2020-03-09","0",2352,4813,3547,0
"2674",61767,"2020-03-10","0",NA,NA,6111,1
"2675",61767,"2020-03-11","0",580,389,2885,-1
"2676",61767,"2020-03-12","0",202,1227,7007,NA
"2677",61767,"2020-03-13","0",1474,1233,5544,NA
"2678",61767,"2020-03-14","1",NA,NA,140,NA
"2679",61767,"2020-03-15","1",NA,NA,NA,NA
"2680",61767,"2020-03-16","0",7793,15582,1676,NA
"2681",61767,"2020-03-17","0",1449,3565,2993,NA
"2682",61767,"2020-03-18","0",NA,NA,230,NA
"2683",61767,"2020-03-19","0",30554,2322,150,NA
"2684",61767,"2020-03-20","0",1558,5246,3353,NA
"2685",61767,"2020-03-21","1",285,2856,493,-1
"2686",61767,"2020-03-22","1",NA,NA,132,NA
"2687",61767,"2020-03-23","0",5080,7369,71,NA
"2688",61767,"2020-03-24","0",889,12197,290,NA
"2689",61767,"2020-03-25","0",151,7935,1535,NA
"2690",61767,"2020-03-26","0",NA,NA,1,NA
"2691",61767,"2020-03-27","0",1391,14073,3754,NA
"2692",61767,"2020-03-28","1",3005,7004,2574,NA
"2693",61767,"2020-03-29","1",NA,NA,231,NA
"2694",61767,"2020-03-30","0",158,993,673,NA
"2695",61767,"2020-03-31","0",NA,NA,NA,-1
"2696",61767,"2020-04-01","0",NA,NA,0,-1
"2697",61767,"2020-04-02","0",4180,4277,4743,-1
"2698",61767,"2020-04-03","0",19095,2066,1237,-1
"2699",61767,"2020-04-04","1",934,222,NA,-1
"2700",61767,"2020-04-05","1",NA,NA,NA,-1
"2701",61767,"2020-04-06","0",22619,5179,3154,NA
"2702",61767,"2020-04-07","0",NA,NA,36,NA
"2703",61767,"2020-04-08","0",NA,NA,NA,NA
"2704",61767,"2020-04-09","0",2509,3310,3420,NA
"2705",61767,"2020-04-10","0",1004,2331,426,NA
"2706",61767,"2020-04-11","1",2889,14453,4047,NA
"2707",61767,"2020-04-13","0",1010,2736,3747,NA
"2708",61767,"2020-04-14","0",4967,7552,523,NA
"2709",61767,"2020-04-15","0",NA,NA,186,NA
"2710",61767,"2020-04-16","0",2030,9683,298,NA
"2711",61767,"2020-04-17","0",NA,NA,NA,NA
"2712",61767,"2020-04-18","1",NA,NA,339,-1
"2713",61767,"2020-04-19","1",NA,NA,NA,-1
"2714",61767,"2020-04-20","0",NA,NA,78,-1
"2715",61767,"2020-04-21","0",1243,1094,3322,-1
"2716",61767,"2020-04-22","0",NA,NA,90,NA
"2717",61767,"2020-04-23","0",243,173,10,NA
"2718",61767,"2020-04-24","0",NA,NA,81,NA
"2719",61767,"2020-04-25","1",1678,1296,1158,NA
"2720",61767,"2020-04-26","1",NA,NA,848,NA
"2721",64285,"2020-02-01","1",NA,NA,7354,0
"2722",64285,"2020-02-02","1",721,47,0,-0.2
"2723",64285,"2020-02-03","0",422,968,1571,-0.4
"2724",64285,"2020-02-04","0",NA,NA,NA,-0.6
"2725",64285,"2020-02-05","0",3949,10021,9587,-0.8
"2726",64285,"2020-02-06","0",3063,5419,21060,-1
"2727",64285,"2020-02-07","0",NA,NA,6952,-1
"2728",64285,"2020-02-08","1",955,4426,3421,-1
"2729",64285,"2020-02-09","1",3246,4482,10589,1
"2730",64285,"2020-02-10","0",791,311,2226,0.5
"2731",64285,"2020-02-11","0",1994,2139,4823,0
"2732",64285,"2020-02-12","0",4063,4634,9845,-1
"2733",64285,"2020-02-13","0",330,1659,3470,0
"2734",64285,"2020-02-14","0",549,1279,4275,-1
"2735",64285,"2020-02-15","1",1654,1465,157,-1
"2736",64285,"2020-02-16","1",750,2101,460,-1
"2737",64285,"2020-02-17","0",2902,2719,6212,-1
"2738",64285,"2020-02-18","0",3253,7765,148,-1
"2739",64285,"2020-02-19","0",2323,2027,11742,-1
"2740",64285,"2020-02-20","0",NA,NA,NA,-1
"2741",64285,"2020-02-21","0",NA,NA,NA,-1
"2742",64285,"2020-02-22","1",1823,2038,816,-1
"2743",64285,"2020-02-23","1",2434,2750,1675,-1
"2744",64285,"2020-02-24","0",1387,5101,487,-1
"2745",64285,"2020-02-25","0",2144,1334,3093,-1
"2746",64285,"2020-02-26","0",2902,3029,4648,-1
"2747",64285,"2020-02-27","0",1752,5885,1367,-0.333333333333333
"2748",64285,"2020-02-28","0",4818,3557,12851,-1
"2749",64285,"2020-02-29","1",4334,8098,2642,0
"2750",64285,"2020-03-01","1",3402,3397,41,-0.333333333333333
"2751",64285,"2020-03-02","0",553,1250,8229,-0.666666666666667
"2752",64285,"2020-03-03","0",312,628,1750,-1
"2753",64285,"2020-03-04","0",2386,977,8609,-1
"2754",64285,"2020-03-05","0",1270,2148,9561,NA
"2755",64285,"2020-03-06","0",894,13059,6787,NA
"2756",64285,"2020-03-07","1",13187,5477,1006,NA
"2757",64285,"2020-03-08","1",552,537,1675,NA
"2758",64285,"2020-03-09","0",5114,7420,15517,NA
"2759",64285,"2020-03-10","0",5114,7428,13819,1
"2760",64285,"2020-03-11","0",580,449,3093,-1
"2761",64285,"2020-03-12","0",2139,5541,10691,-0.5
"2762",64285,"2020-03-13","0",2448,2012,9647,-1
"2763",64285,"2020-03-14","1",NA,NA,36,NA
"2764",64285,"2020-03-15","1",279,495,237,NA
"2765",64285,"2020-03-16","0",3198,3525,2212,NA
"2766",64285,"2020-03-17","0",NA,NA,2633,NA
"2767",64285,"2020-03-18","0",NA,NA,122,NA
"2768",64285,"2020-03-19","0",7,1009,403,1
"2769",64285,"2020-03-20","0",424,744,40,NA
"2770",64285,"2020-03-21","1",NA,NA,37,NA
"2771",64285,"2020-03-22","1",0,1904,61,NA
"2772",64285,"2020-03-23","0",NA,NA,NA,NA
"2773",64285,"2020-03-24","0",NA,NA,6115,NA
"2774",64285,"2020-03-25","0",NA,NA,203,NA
"2775",64285,"2020-03-26","0",2947,22439,189,NA
"2776",64285,"2020-03-27","0",0,485,2233,0
"2777",64285,"2020-03-28","1",4426,1046,4171,0.25
"2778",64285,"2020-03-29","1",2433,726,178,0.5
"2779",64285,"2020-03-30","0",9778,7317,3194,0.75
"2780",64285,"2020-03-31","0",NA,NA,84,1
"2781",64285,"2020-04-01","0",NA,NA,NA,-1
"2782",64285,"2020-04-02","0",NA,NA,1129,-1
"2783",64285,"2020-04-03","0",NA,NA,5461,-1
"2784",64285,"2020-04-04","1",NA,NA,NA,-1
"2785",64285,"2020-04-05","1",9851,728,36,-1
"2786",64285,"2020-04-06","0",473,3334,1216,-1
"2787",64285,"2020-04-07","0",NA,NA,81,-1
"2788",64285,"2020-04-08","0",14342,11574,960,-1
"2789",64285,"2020-04-09","0",1926,2612,264,-1
"2790",64285,"2020-04-10","0",842,808,476,-1
"2791",64285,"2020-04-11","1",NA,NA,NA,-1
"2792",64285,"2020-04-13","0",4127,7617,1786,-0.5
"2793",64285,"2020-04-14","0",160,2346,3114,0
"2794",64285,"2020-04-15","0",8846,1547,1912,-0.5
"2795",64285,"2020-04-16","0",NA,NA,NA,-1
"2796",64285,"2020-04-17","0",NA,NA,NA,0
"2797",64285,"2020-04-18","1",1934,990,178,-0.25
"2798",64285,"2020-04-19","1",NA,NA,2733,-0.5
"2799",64285,"2020-04-20","0",NA,NA,15,-0.75
"2800",64285,"2020-04-21","0",399,12600,6308,-1
"2801",64285,"2020-04-22","0",2002,8538,7168,-0.666666666666667
"2802",64285,"2020-04-23","0",102,1552,2992,-0.333333333333333
"2803",64285,"2020-04-24","0",721,848,6461,0
"2804",64285,"2020-04-25","1",4356,2657,3900,0.333333333333333
"2805",64285,"2020-04-26","1",9358,8869,149,0.555555555555555
"2806",70877,"2020-02-01","1",NA,NA,NA,0.777777777777778
"2807",70877,"2020-02-02","1",518,1516,1134,1
"2808",70877,"2020-02-03","0",NA,NA,NA,-1
"2809",70877,"2020-02-04","0",8482,159,4500,-1
"2810",70877,"2020-02-05","0",1775,1953,3470,0
"2811",70877,"2020-02-06","0",2352,4158,6272,0
"2812",70877,"2020-02-07","0",3494,1309,3868,-1
"2813",70877,"2020-02-08","1",744,97,1353,0
"2814",70877,"2020-02-09","1",NA,NA,NA,1
"2815",70877,"2020-02-10","0",2532,6575,6384,0
"2816",70877,"2020-02-11","0",1316,4813,3528,0
"2817",70877,"2020-02-12","0",381,652,282,0.333333333333333
"2818",70877,"2020-02-13","0",558,3708,4414,0.666666666666667
"2819",70877,"2020-02-14","0",10742,3738,1762,1
"2820",70877,"2020-02-15",NA,NA,NA,NA,1
"2821",70877,"2020-02-16","1",1946,5986,1249,1
"2822",70877,"2020-02-17","0",3336,2045,6198,1
"2823",70877,"2020-02-18","0",4484,6265,11419,1
"2824",70877,"2020-02-19","0",15575,215,3661,-1
"2825",70877,"2020-02-20","0",NA,NA,106,-1
"2826",70877,"2020-02-21","0",NA,NA,1340,0
"2827",70877,"2020-02-22","1",152,3610,3062,0
"2828",70877,"2020-02-23","1",NA,NA,1403,0
"2829",70877,"2020-02-24","0",1101,897,12415,-0.5
"2830",70877,"2020-02-25","0",8402,6690,973,-1
"2831",70877,"2020-02-26","0",NA,NA,NA,1
"2832",70877,"2020-02-27","0",NA,NA,14523,0
"2833",70877,"2020-02-28","0",1243,1151,2158,-1
"2834",70877,"2020-02-29","1",NA,NA,NA,-0.0833333333333335
"2835",70877,"2020-03-01","1",1492,715,5894,0.833333333333333
"2836",70877,"2020-03-02","0",6420,6531,2777,1
"2837",70877,"2020-03-03","0",143,2827,5280,1
"2838",70877,"2020-03-04","0",NA,NA,NA,1
"2839",70877,"2020-03-05","0",NA,NA,7531,0.666666666666667
"2840",70877,"2020-03-06","0",NA,NA,8138,0.333333333333333
"2841",70877,"2020-03-07","1",NA,NA,3806,0
"2842",70877,"2020-03-08","1",128,702,4872,0
"2843",70877,"2020-03-09","0",1517,5128,1990,1
"2844",70877,"2020-03-10","0",1262,9514,8047,-1
"2845",70877,"2020-03-11","0",1386,1224,4794,-1
"2846",70877,"2020-03-12","0",516,624,2028,-1
"2847",70877,"2020-03-13","0",3317,4180,2335,-1
"2848",70877,"2020-03-14","1",18267,5246,3301,-1
"2849",70877,"2020-03-15","1",77,1905,493,-1
"2850",70877,"2020-03-16","0",3532,10842,827,0
"2851",70877,"2020-03-17","0",223,5488,2464,-0.5
"2852",70877,"2020-03-18","0",NA,NA,53,-1
"2853",70877,"2020-03-19","0",6253,16796,0,NA
"2854",70877,"2020-03-20","0",0,75,3913,NA
"2855",70877,"2020-03-21","1",NA,NA,124,NA
"2856",70877,"2020-03-22","1",11379,6132,2314,NA
"2857",70877,"2020-03-23","0",5472,2509,234,NA
"2858",70877,"2020-03-24","0",1044,1243,60,NA
"2859",70877,"2020-03-25","0",1492,4552,2114,NA
"2860",70877,"2020-03-26","0",4141,3900,9318,0
"2861",70877,"2020-03-27","0",1755,4044,102,-0.2
"2862",70877,"2020-03-28","1",7131,15672,3664,-0.4
"2863",70877,"2020-03-29","1",NA,NA,1098,-0.6
"2864",70877,"2020-03-30","0",NA,NA,11,-0.8
"2865",70877,"2020-03-31","0",NA,NA,3858,-1
"2866",70877,"2020-04-01","0",NA,NA,230,NA
